system:index,CBI,def,dmirbi,dndvi,lat,post_mirbi,rbr,unique_id,.geo
00000000000000000913,1.16,289.0,113.0,119.0,44.0,2764.0,144.0,7828.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000920,0.68,289.0,93.0,116.0,44.0,2596.0,128.0,7841.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000925,0.8,289.0,343.0,185.0,44.0,2236.0,290.0,7846.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092a,0.82,289.0,27.0,166.0,44.0,2488.0,210.0,7851.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000934,2.53,289.0,699.0,360.0,44.0,1894.0,527.0,7861.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000938,1.45,289.0,48.0,243.0,44.0,2407.0,269.0,7865.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000939,2.72,289.0,684.0,421.0,44.0,1809.0,579.0,7866.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093b,2.9,289.0,807.0,414.0,44.0,1657.0,641.0,7868.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000095d,2.73,289.0,904.0,377.0,44.0,1704.0,566.0,7902.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036b,2.73,401.0,566.0,457.0,44.0,1905.0,611.0,6380.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000379,2.26,417.0,412.0,333.0,44.0,2265.0,437.0,6394.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a3,1.79,449.0,72.0,110.0,44.0,2736.0,116.0,6436.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000299,0.83,546.0,40.0,54.0,44.0,2662.0,56.0,6170.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029a,0.5,546.0,120.0,81.0,44.0,2650.0,57.0,6171.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ea,2.8,546.0,184.0,235.0,44.0,2409.0,335.0,6251.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034e,2.22,578.0,54.0,204.0,44.0,2375.0,250.0,6351.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e5,1.92,642.0,-34.0,77.0,44.0,2538.0,86.0,6246.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000248,1.79,611.0,301.0,204.0,44.0,2330.0,281.0,6089.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d5,2.36,611.0,134.0,348.0,44.0,2283.0,388.0,6230.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000335,1.54,611.0,61.0,51.0,44.0,2634.0,56.0,6326.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000976,1.87,249.0,243.0,183.0,44.0,2257.0,338.0,7927.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000098a,1.1,249.0,63.0,131.0,44.0,2351.0,141.0,7947.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000987,2.69,258.0,568.0,279.0,44.0,1940.0,475.0,7944.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099f,2.74,258.0,509.0,424.0,44.0,1796.0,616.0,7968.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000096a,0.64,274.0,12.0,105.0,44.0,2350.0,134.0,7915.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091f,0.92,290.0,178.0,145.0,44.0,2586.0,176.0,7840.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000926,2.64,290.0,706.0,252.0,44.0,1969.0,447.0,7847.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000927,2.32,290.0,490.0,251.0,44.0,2155.0,407.0,7848.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092c,2.86,290.0,599.0,250.0,44.0,2139.0,395.0,7853.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093a,1.21,290.0,-25.0,64.0,44.0,2409.0,98.0,7867.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093d,1.64,290.0,409.0,409.0,44.0,2001.0,524.0,7870.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000095e,1.59,290.0,127.0,109.0,44.0,2716.0,139.0,7903.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000369,0.82,402.0,209.0,109.0,44.0,2531.0,152.0,6378.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a9,0.98,402.0,56.0,130.0,44.0,2605.0,148.0,6442.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000394,2.28,450.0,746.0,289.0,44.0,2234.0,414.0,6421.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000370,1.38,498.0,194.0,18.0,44.0,2390.0,72.0,6385.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039d,1.65,498.0,299.0,182.0,44.0,2468.0,248.0,6430.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029b,0.16,548.0,-7.0,80.0,44.0,2954.0,55.0,6172.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ed,2.27,548.0,62.0,26.0,44.0,2675.0,20.0,6254.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025b,2.95,580.0,624.0,350.0,44.0,1957.0,475.0,6108.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000336,0.95,612.0,-69.0,-13.0,44.0,2650.0,51.0,6327.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036d,1.36,517.0,102.0,168.0,44.0,2570.0,183.0,6382.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029c,1.02,549.0,132.0,130.0,44.0,2577.0,106.0,6173.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ec,2.37,549.0,145.0,126.0,44.0,2498.0,197.0,6253.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037a,1.3,549.0,43.0,210.0,44.0,2466.0,214.0,6395.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000269,0.02,581.0,19.0,39.0,44.0,2463.0,35.0,6122.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026d,1.46,581.0,23.0,153.0,44.0,2454.0,118.0,6126.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025c,2.51,613.0,349.0,229.0,44.0,2269.0,289.0,6109.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002da,2.01,645.0,46.0,113.0,44.0,2525.0,81.0,6235.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002db,1.82,645.0,130.0,200.0,44.0,2439.0,204.0,6236.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002de,1.72,645.0,173.0,69.0,44.0,2579.0,102.0,6239.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000994,1.62,259.0,120.0,119.0,44.0,2334.0,152.0,7957.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090f,2.88,291.0,941.0,187.0,44.0,1915.0,408.0,7824.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000910,2.85,291.0,711.0,73.0,44.0,2184.0,256.0,7825.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000919,1.13,291.0,221.0,84.0,44.0,2620.0,133.0,7834.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091e,1.96,291.0,371.0,275.0,44.0,2166.0,385.0,7839.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000928,1.39,291.0,51.0,256.0,44.0,2380.0,260.0,7849.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092d,2.72,291.0,641.0,213.0,44.0,2270.0,337.0,7854.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093c,0.96,291.0,51.0,231.0,44.0,2364.0,238.0,7869.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093e,2.88,291.0,504.0,381.0,44.0,1912.0,522.0,7871.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093f,1.38,291.0,329.0,374.0,44.0,2105.0,472.0,7872.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000941,1.33,291.0,193.0,282.0,44.0,2317.0,319.0,7874.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000095f,1.05,291.0,232.0,91.0,44.0,2618.0,130.0,7904.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000961,0.88,291.0,131.0,90.0,44.0,2510.0,100.0,7906.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000964,1.64,291.0,186.0,199.0,44.0,2465.0,199.0,7909.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000377,1.99,387.0,552.0,266.0,44.0,2271.0,404.0,6392.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000381,1.08,435.0,48.0,209.0,44.0,2714.0,255.0,6402.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000390,0.16,435.0,188.0,202.0,44.0,2680.0,231.0,6417.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029d,1.12,550.0,122.0,143.0,44.0,2574.0,134.0,6174.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000029e,0.76,550.0,62.0,86.0,44.0,2564.0,57.0,6175.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000259,1.9,614.0,146.0,173.0,44.0,2439.0,210.0,6106.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d6,2.32,614.0,341.0,32.0,44.0,2477.0,187.0,6231.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000337,1.43,614.0,15.0,-13.0,44.0,2685.0,47.0,6328.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024e,2.95,646.0,586.0,287.0,44.0,2027.0,392.0,6095.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d9,1.88,519.0,261.0,28.0,44.0,2531.0,143.0,6234.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038c,2.1,551.0,300.0,175.0,44.0,2421.0,223.0,6413.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032a,0.67,583.0,-19.0,-12.0,44.0,2448.0,48.0,6315.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035b,0.95,583.0,67.0,131.0,44.0,2532.0,104.0,6364.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cc,1.72,647.0,62.0,145.0,44.0,2656.0,119.0,6221.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000986,2.94,242.0,553.0,293.0,44.0,2002.0,458.0,7943.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009bd,2.61,242.0,726.0,393.0,44.0,1767.0,570.0,7998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000098d,1.71,260.0,451.0,144.0,44.0,2200.0,224.0,7950.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a0,2.45,260.0,569.0,417.0,44.0,1816.0,628.0,7969.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000096d,1.0,276.0,40.0,94.0,44.0,2390.0,136.0,7918.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000096e,2.84,276.0,619.0,306.0,44.0,1874.0,521.0,7919.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a6,2.57,276.0,821.0,90.0,44.0,1876.0,264.0,7975.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a7,2.67,276.0,687.0,89.0,44.0,1886.0,216.0,7976.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a9,0.69,276.0,597.0,90.0,44.0,2129.0,232.0,7978.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009aa,1.25,276.0,500.0,87.0,44.0,2300.0,207.0,7979.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ab,1.06,276.0,232.0,136.0,44.0,2404.0,220.0,7980.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ad,1.57,276.0,545.0,89.0,44.0,2250.0,238.0,7982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ae,2.17,276.0,587.0,82.0,44.0,2122.0,203.0,7983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090d,0.62,292.0,122.0,66.0,44.0,2729.0,79.0,7822.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091d,2.86,292.0,627.0,310.0,44.0,1923.0,492.0,7838.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000929,2.86,292.0,533.0,290.0,44.0,2008.0,426.0,7850.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000943,1.43,292.0,87.0,231.0,44.0,2422.0,255.0,7876.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f3,2.28,340.0,572.0,31.0,44.0,2367.0,290.0,7796.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f4,2.36,340.0,543.0,15.0,44.0,2404.0,270.0,7797.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000382,1.09,452.0,232.0,141.0,44.0,2525.0,200.0,6403.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000387,1.67,452.0,255.0,204.0,44.0,2477.0,245.0,6408.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038a,2.33,452.0,673.0,319.0,44.0,2188.0,429.0,6411.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037e,2.07,468.0,277.0,290.0,44.0,2441.0,297.0,6399.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e3,1.99,520.0,153.0,-16.0,44.0,2577.0,-23.0,6244.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a1,2.01,520.0,446.0,264.0,44.0,2255.0,354.0,6434.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000265,0.91,584.0,46.0,46.0,44.0,2472.0,52.0,6118.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000267,0.29,584.0,33.0,67.0,44.0,2630.0,70.0,6120.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000328,0.55,584.0,22.0,-58.0,44.0,2553.0,-6.0,6313.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000338,1.51,584.0,-5.0,120.0,44.0,2509.0,116.0,6329.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024f,2.98,648.0,527.0,203.0,44.0,2071.0,312.0,6096.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000256,2.9,648.0,596.0,281.0,44.0,2048.0,410.0,6103.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dc,1.82,648.0,96.0,-14.0,44.0,2742.0,-26.0,6237.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d8,1.0,521.0,197.0,-37.0,44.0,2536.0,-32.0,6233.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000266,0.78,585.0,29.0,69.0,44.0,2580.0,101.0,6119.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000349,2.53,585.0,20.0,228.0,44.0,2510.0,222.0,6346.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000098f,2.36,261.0,60.0,333.0,44.0,2328.0,313.0,7952.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b0,2.12,261.0,350.0,202.0,44.0,2111.0,400.0,7985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000096f,1.19,277.0,106.0,181.0,44.0,2350.0,225.0,7920.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000999,0.82,277.0,41.0,49.0,44.0,2368.0,92.0,7962.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a8,2.26,277.0,715.0,99.0,44.0,1923.0,285.0,7977.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009af,1.58,277.0,241.0,85.0,44.0,2442.0,153.0,7984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000905,1.98,293.0,15.0,272.0,44.0,2479.0,278.0,7814.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091a,1.22,293.0,113.0,111.0,44.0,2608.0,151.0,7835.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091b,2.77,293.0,530.0,367.0,44.0,1935.0,506.0,7836.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091c,0.83,293.0,23.0,260.0,44.0,2397.0,270.0,7837.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092e,2.32,293.0,-23.0,293.0,44.0,2443.0,273.0,7855.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092f,2.91,293.0,497.0,352.0,44.0,2043.0,475.0,7856.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000930,0.67,293.0,62.0,244.0,44.0,2519.0,250.0,7857.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000931,2.41,293.0,249.0,208.0,44.0,2460.0,288.0,7858.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000942,2.63,293.0,196.0,321.0,44.0,2291.0,376.0,7875.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000948,0.2,293.0,93.0,86.0,44.0,2887.0,91.0,7881.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000949,1.45,293.0,6.0,147.0,44.0,2373.0,137.0,7882.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000962,1.58,293.0,41.0,133.0,44.0,2666.0,126.0,7907.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000399,1.13,405.0,53.0,111.0,44.0,2434.0,114.0,6426.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a0,1.34,437.0,143.0,190.0,44.0,2632.0,271.0,6433.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037c,1.12,453.0,323.0,76.0,44.0,2651.0,195.0,6397.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000375,1.11,469.0,316.0,55.0,44.0,2666.0,128.0,6390.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037b,2.45,501.0,448.0,386.0,44.0,2064.0,519.0,6396.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032d,1.52,586.0,-29.0,56.0,44.0,2461.0,90.0,6318.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035a,0.89,586.0,102.0,118.0,44.0,2709.0,118.0,6363.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000252,2.65,618.0,299.0,180.0,44.0,2307.0,256.0,6099.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000264,1.97,587.0,65.0,148.0,44.0,2442.0,124.0,6117.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033a,1.55,587.0,-18.0,80.0,44.0,2543.0,111.0,6331.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034a,2.39,587.0,36.0,200.0,44.0,2440.0,204.0,6347.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000359,0.77,587.0,15.0,88.0,44.0,2579.0,60.0,6362.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035e,1.29,587.0,259.0,127.0,44.0,2744.0,134.0,6367.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035f,1.43,587.0,173.0,134.0,44.0,2812.0,146.0,6368.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000360,1.04,587.0,36.0,183.0,44.0,2684.0,169.0,6369.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000974,1.61,251.0,365.0,277.0,44.0,2161.0,384.0,7925.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000098c,2.57,251.0,403.0,307.0,44.0,2023.0,457.0,7949.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099b,1.23,251.0,331.0,283.0,44.0,2222.0,317.0,7964.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000992,1.86,262.0,59.0,49.0,44.0,2351.0,104.0,7955.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000971,2.71,278.0,617.0,125.0,44.0,2127.0,285.0,7922.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000762,2.53,294.0,162.0,291.0,44.0,2261.0,367.0,7395.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fe,2.92,294.0,679.0,177.0,44.0,2087.0,368.0,7807.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000900,2.73,294.0,306.0,232.0,44.0,2250.0,368.0,7809.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000901,2.68,294.0,301.0,202.0,44.0,2299.0,329.0,7810.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000902,1.93,294.0,18.0,110.0,44.0,2744.0,114.0,7811.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000903,1.51,294.0,18.0,279.0,44.0,2460.0,284.0,7812.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000904,1.33,294.0,383.0,340.0,44.0,2218.0,413.0,7813.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000906,2.48,294.0,399.0,345.0,44.0,2058.0,463.0,7815.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000907,1.73,294.0,0.0,233.0,44.0,2465.0,268.0,7816.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000908,2.45,294.0,352.0,365.0,44.0,2142.0,452.0,7817.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000909,1.57,294.0,-37.0,277.0,44.0,2477.0,271.0,7818.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090a,2.69,294.0,558.0,428.0,44.0,1841.0,577.0,7819.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000933,1.53,294.0,146.0,215.0,44.0,2387.0,259.0,7860.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000940,2.92,294.0,447.0,278.0,44.0,2182.0,390.0,7873.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000944,1.62,294.0,135.0,323.0,44.0,2334.0,334.0,7877.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000947,2.24,294.0,280.0,349.0,44.0,2219.0,399.0,7880.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f1,1.41,342.0,174.0,46.0,44.0,2806.0,112.0,7794.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f2,1.5,342.0,316.0,37.0,44.0,2736.0,138.0,7795.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039f,1.77,438.0,159.0,112.0,44.0,2589.0,113.0,6432.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ce,1.93,524.0,77.0,92.0,44.0,2392.0,89.0,6223.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032f,0.97,588.0,-12.0,-23.0,44.0,2521.0,19.0,6320.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000351,1.85,588.0,-5.0,152.0,44.0,2600.0,143.0,6354.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000278,1.44,557.0,113.0,45.0,44.0,2462.0,66.0,6137.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000340,2.7,589.0,633.0,174.0,44.0,2025.0,475.0,6337.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000361,1.9,589.0,11.0,192.0,44.0,2726.0,160.0,6370.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024d,2.88,653.0,489.0,192.0,44.0,2183.0,313.0,6094.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000255,1.53,685.0,227.0,33.0,44.0,2310.0,76.0,6102.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000246,0.81,909.0,18.0,9.0,44.0,2741.0,-36.0,6087.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009cc,2.09,263.0,209.0,303.0,44.0,2259.0,340.0,8013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099a,2.39,279.0,151.0,244.0,44.0,2287.0,292.0,7963.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000075b,0.82,295.0,-54.0,267.0,44.0,2472.0,220.0,7388.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fc,1.72,295.0,-9.0,268.0,44.0,2448.0,287.0,7805.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fd,2.71,295.0,438.0,408.0,44.0,1934.0,542.0,7806.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090b,2.69,295.0,390.0,257.0,44.0,2092.0,416.0,7820.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000932,2.82,295.0,226.0,366.0,44.0,2131.0,436.0,7859.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cd,1.66,526.0,56.0,324.0,44.0,2396.0,313.0,6222.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000391,2.61,526.0,513.0,317.0,44.0,2096.0,477.0,6418.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000392,2.91,526.0,372.0,351.0,44.0,2113.0,481.0,6419.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e14,2.86,526.0,92.0,315.0,44.0,2354.0,337.0,5164.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000271,0.59,558.0,101.0,53.0,44.0,2546.0,18.0,6130.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000277,1.39,558.0,141.0,149.0,44.0,2480.0,143.0,6136.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034b,2.51,590.0,299.0,304.0,44.0,2147.0,453.0,6348.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000350,2.8,590.0,571.0,227.0,44.0,1991.0,503.0,6353.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000352,2.43,590.0,489.0,211.0,44.0,2136.0,388.0,6355.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e13,2.64,527.0,80.0,300.0,44.0,2415.0,291.0,5163.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000262,0.76,559.0,202.0,113.0,44.0,2475.0,73.0,6115.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000342,2.9,591.0,614.0,255.0,44.0,2006.0,531.0,6339.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000097a,1.25,244.0,160.0,135.0,44.0,2377.0,257.0,7931.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
